season,basin,storm,type,satellite,resolution,image
tc98,WPAC,24W.FAITH,tmi,surfaceRain,none,19981211.1051.trmm.surfaceRain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,tmi,surfaceRain,none,19981212.1011.trmm.surfaceRain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,tmi,surfaceRain,none,19981212.1932.trmm.surfaceRain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981208.0852.f13.rain.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981213.0333.f14.vapor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981213.0333.f14.pct.x.NONAME.INVEST.jpg
tc98,WPAC,24W.FAITH,tmi,tmi_85v,none,19981212.1011.trmm.tmi_85v.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,tmi,tmi_85v,none,19981212.1932.trmm.tmi_85v.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,tmi,tmi_85v,none,19981213.1009.trmm.tmi_85v.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,tmi,tmi_85v,none,19981214.1841.trmm.tmi_85v.x.FAITH.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981213.0333.ssmi.vis.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981213.0333.ssmi.ir.bd.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,1919981213.1257.ssmi.ir.x.NONAME.INVEST.jpg
tc98,WPAC,24W.FAITH,tmi,surfaceRain,none,19981213.1009.trmm.surfaceRain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,tmi,surfaceRain,none,19981214.1841.trmm.surfaceRain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981208.1033.f14.rain.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981208.1955.f13.rain.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981208.2318.f14.rain.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981209.0840.f13.rain.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981209.1202.f14.rain.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981209.2125.f13.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981209.2257.f11.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981210.0828.f13.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981210.1150.f14.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981210.2244.f11.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981211.0034.f14.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981212.0022.f14.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981212.0945.f13.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981212.1114.f11.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981212.2230.f13.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981212.2358.f11.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981213.0933.f13.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981213.1101.f11.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981213.1254.f14.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981213.2217.f13.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981213.2345.f11.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981214.0139.f14.rain.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,rain,2degreeticks,19981214.1241.f14.rain.x.FAITH.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981213.1257.f13.vapor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981213.1257.f13.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981213.1424.f11.vapor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981213.1424.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981213.1618.f14.vapor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981213.1618.f14.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981214.0141.f13.vapor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981214.0141.f13.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981214.0308.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981213.1257.f13.pct.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981213.1257.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981213.1424.f11.pct.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981213.1424.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981213.1618.f14.pct.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981213.1618.f14.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981214.0141.f13.pct.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981214.0141.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981214.0308.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981214.1244.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981214.1411.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981214.1605.f14.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981215.0129.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981215.0255.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981215.0450.f14.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981215.1232.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981215.1357.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981215.1553.f14.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981216.0116.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981216.0241.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981213.0333.f14.multisensor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981213.1257.ssmi.vis.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981213.1257.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981213.1424.ssmi.vis.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981213.1424.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981213.1618.ssmi.vis.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981213.1257.ssmi.ir.bd.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981213.1257.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981213.1424.ssmi.ir.bd.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981213.1424.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981213.1618.ssmi.ir.bd.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981213.1618.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,1919981213.1424.ssmi.ir.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,1919981213.1618.ssmi.ir.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,1919981214.0141.ssmi.ir.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981213.0333.ssmi.ir.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981213.1257.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981213.1424.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981213.1618.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981214.0141.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981214.0308.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981215.0129.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981215.0255.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981216.0116.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981216.0241.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981216.0437.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981216.1540.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981214.1244.f13.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981214.1411.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981214.1605.f14.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981215.0129.f13.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981215.0255.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981215.0450.f14.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981215.1232.f13.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981215.1357.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981215.1553.f14.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981216.0116.f13.vapor.x.NONAME.x.jpg
tc98,IO,06B.NONAME,ssmi,85h,2degreeticks,19981115.0115.f11.h85.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981208.0852.f13.color.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981213.2208.trmm.tmi_85v.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981213.2208.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981214.1213.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981213.2208.trmm.tmi_37v.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981216.0437.f14.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981216.1540.f14.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,surfaceRain,none,19981213.2208.trmm.surfaceRain.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981213.1257.f13.multisensor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981213.1257.f13.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981213.1424.f11.multisensor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981213.1424.f11.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981213.1618.f14.multisensor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981213.1618.f14.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981213.1618.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981214.0141.ssmi.vis.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981214.0141.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981214.0308.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981215.0129.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981215.0255.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981216.0116.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981216.0241.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981216.0437.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981214.0141.ssmi.ir.bd.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981214.0141.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981217.0246.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981217.0409.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981217.0425.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981217.1349.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981216.0241.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981216.0437.f14.vapor.x.NONAME.x.jpg
tc98,IO,06B.NONAME,ssmi,85h,2degreeticks,19981115.0238.f14.h85.x.NONAME.x.jpg
tc98,IO,06B.NONAME,ssmi,85h,2degreeticks,19981115.1155.f13.h85.x.NONAME.x.jpg
tc98,IO,06B.NONAME,ssmi,85h,2degreeticks,19981116.0040.f13.h85.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981208.1033.f14.color.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981208.1955.f13.color.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981208.2318.f14.color.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981209.0840.f13.color.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981209.1202.f14.color.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981209.2125.f13.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981209.2257.f11.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981210.0828.f13.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981210.1150.f14.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981210.2244.f11.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981211.0034.f14.color.x.FAITH.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981214.2242.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981215.1313.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981216.1159.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981216.2157.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981217.1201.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_85v,none,19981217.2011.trmm.tmi_85v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981213.2208.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981214.1213.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981214.2242.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981215.1313.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981216.1159.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981216.2157.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981217.1201.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,tmi_37v,none,19981217.2011.trmm.tmi_37v.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981217.0409.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981217.0425.f14.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981217.1349.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981217.1511.f11.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981218.0233.f13.pct.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,surfaceRain,none,19981213.2208.trmm.surfaceRain.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,surfaceRain,none,19981214.1213.trmm.surfaceRain.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,surfaceRain,none,19981214.2242.trmm.surfaceRain.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,surfaceRain,none,19981215.1313.trmm.surfaceRain.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,surfaceRain,none,19981216.1159.trmm.surfaceRain.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,surfaceRain,none,19981216.2157.trmm.surfaceRain.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981214.0141.f13.multisensor.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981214.0141.f13.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981214.0308.f11.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981214.1244.f13.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981214.1411.f11.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981214.1605.f14.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981215.0129.f13.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981215.0255.f11.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981215.0450.f14.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981215.1232.f13.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981215.1357.f11.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981215.1553.f14.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981216.0116.f13.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981216.0241.f11.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981216.0437.f14.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981216.1540.f14.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981217.0246.f13.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981217.0409.f11.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,composite,none,19981217.0425.f14.multisensor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981216.1540.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981217.0246.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981217.0409.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981217.0425.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981217.1349.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981217.1511.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981218.0233.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981218.0355.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsvis,none,19981218.1336.ssmi.vis.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981214.0308.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981215.0129.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981215.0255.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981216.0116.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981216.0241.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981216.0437.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981216.1540.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981217.0409.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981217.0425.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981217.1349.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981217.1511.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981218.0233.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir2,none,19981218.0355.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981217.1511.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981218.0233.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981218.0355.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,gmsir,none,19981218.1336.ssmi.ir.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981216.1540.f14.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981217.0409.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981217.0425.f14.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981217.1349.f13.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981217.1511.f11.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981218.0233.f13.vapor.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,vapor,none,19981218.0355.f11.vapor.x.NONAME.x.jpg
tc98,IO,06B.NONAME,ssmi,85h,2degreeticks,19981116.1143.f13.h85.x.NONAME.x.jpg
tc98,IO,06B.NONAME,ssmi,85h,2degreeticks,19981116.1345.f11.h85.x.NONAME.x.jpg
tc98,IO,06B.NONAME,ssmi,85h,2degreeticks,19981116.1508.f14.h85.x.NONAME.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981212.0022.f14.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981212.0945.f13.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981212.1114.f11.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981212.2230.f13.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981212.2358.f11.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981213.0933.f13.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,ssmi,color,2degreeticks,19981213.1101.f11.color.x.FAITH.x.jpg
tc98,WPAC,24W.FAITH,tmi,tmi_85h,2degreeticks,19981208.1020.trmm.tmi_85h.x.NONAME.x.jpg
tc98,WPAC,09W.NONAME,ssmi,85h,2degreeticks,19980915.0149.f14.85h.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981213.2208.trmm.precipIce.x.NONAME.INVEST.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981213.2208.trmm.precipIce.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981214.1213.trmm.precipIce.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981214.2242.trmm.precipIce.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981215.1313.trmm.precipIce.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981216.1159.trmm.precipIce.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981216.2157.trmm.precipIce.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,precipIce,none,19981217.1201.trmm.precipIce.x.NONAME.x.jpg
tc98,IO,08A.NONAME,tmi,gmsvis,none,19981212.2321.g5.vis.irbdatnight.NONAME.INVEST.jpg
tc98,WPAC,24W.FAITH,ssmi,wind,2degreeticks,19981208.1033.f14.wind.x.NONAME.x.jpg
tc98,IO,08A.NONAME,ssmi,pct,none,19981218.0355.f11.pct.x.NONAME.x.jpg
