season,basin,storm,type,satellite,resolution,image
tc98,IO,07B.NONAME,ssmi,gmsir2,none,19981121.2326.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir2,none,19981122.0121.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir2,none,19981122.0252.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir2,none,19981122.1224.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir2,none,19981123.0108.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir2,none,19981123.0239.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir2,none,19981123.1210.ssmi.ir.bd.NONAME.x.jpg
tc98,IO,91B.INVEST,vis,geo,1km,19981120.0231.gms-5.vis.x.INVEST.x.jpg
tc98,IO,91B.INVEST,vis,geo,1km,19981120.0331.gms-5.vis.x.INVEST.x.jpg
tc98,IO,91B.INVEST,vis,geo,1km,19981120.0424.gms-5.vis.x.INVEST.x.jpg
tc98,IO,91B.INVEST,vis,geo,1km,19981120.0501.gms-5.vis.x.INVEST.x.jpg
tc98,IO,91B.INVEST,vis,geo,1km,19981120.0531.gms-5.vis.x.INVEST.x.jpg
tc98,IO,91B.INVEST,vis,geo,1km,19981120.0631.gms-5.vis.x.INVEST.x.jpg
tc98,IO,91B.INVEST,vis,geo,1km,19981120.0731.gms-5.vis.x.INVEST.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir,none,19981121.1237.ssmi.ir.x.NONAME.x.jpg
tc98,IO,07B.NONAME,ssmi,gmsir,none,19981121.1407.ssmi.ir.x.NONAME.x.jpg
