Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2024-02-09,DAL,2419,ATL,BTV,S,C42,Main,11,false,,2024-02-09T21:20,2024-02-09T21:19,2024-02-09T21:30,2024-02-09T21:39,2024-02-09T23:23,2024-02-09T23:30,2024-02-09T23:55,2024-02-09T23:33,Boeing 717-200,N953AT,,,,,,,bd1a9c31-53cc-4c0c-9a93-20c269dfa601,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,ddf61a9d-3641-48af-b0f5-b42627a742bd,,92a68bee-2e3c-4fc9-975a-20b0d93ac3ed
2024-02-16,AAL,6037,BTV,PHL,Main,5,F,F25,false,,2024-02-16T15:46,2024-02-16T15:35,2024-02-16T15:56,2024-02-16T16:01,2024-02-16T17:05,2024-02-16T17:01,2024-02-16T17:30,2024-02-16T17:06,Bombardier CRJ200,N452AW,,,,,,,988f2fec-29e3-4242-8152-d8bce65eb9b6,ae1fc6a5-c42d-4e70-ba63-d641d248d270,ddf61a9d-3641-48af-b0f5-b42627a742bd,a0d1ae30-2637-4b7c-87bd-91e31dc37468,,758963aa-0757-419b-975d-20740a3ab5b8
2024-02-16,AAL,2001,PHL,SEA,C,C28,Main,D10,false,,2024-02-16T18:45,2024-02-16T18:37,2024-02-16T19:08,2024-02-16T18:52,2024-02-16T21:53,2024-02-16T21:20,2024-02-16T22:04,2024-02-16T21:30,Airbus A321neo,N400AN,,,,,,,c9fd0073-d847-4286-9202-549d4490febd,ae1fc6a5-c42d-4e70-ba63-d641d248d270,a0d1ae30-2637-4b7c-87bd-91e31dc37468,b3f217fd-4bc7-4806-9efe-abe9446a74df,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-03-27,ASA,2,SEA,DCA,Main,N1,2,B18,false,,2024-03-27T14:01,2024-03-27T14:04,2024-03-27T14:11,2024-03-27T14:19,2024-03-27T21:38,2024-03-27T21:51,2024-03-27T21:59,2024-03-27T21:55,Boeing 737-800,N587AS,,,,,,,04b7eb0d-f12e-4427-be0d-cfb8ea92be19,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2024-03-31,ASA,379,BWI,SEA,Main,D20,Main,N9,false,,2024-03-31T18:59,2024-03-31T20:04,2024-03-31T19:09,2024-03-31T20:19,2024-03-31T22:05,2024-03-31T23:00,2024-03-31T21:50,2024-03-31T23:15,Boeing 737-900ER,N408AS,,,,,,,a7d4b417-9897-48a1-9d1f-dac682e5a296,45411282-5411-46ac-89ce-720ab9efe700,4923b37c-381e-48e6-ba91-7c75d4151f64,b3f217fd-4bc7-4806-9efe-abe9446a74df,,24012541-435d-4a27-af8a-4791336f1965
2024-06-06,WJA,1553,SEA,YYC,Main,S9A,Main,D83,false,,2024-06-06T13:50,2024-06-06T14:15,2024-06-06T14:00,2024-06-06T14:39,2024-06-06T16:33,2024-06-06T16:44,2024-06-06T16:35,2024-06-06T16:53,Boeing 737-800,CFBWI,,,,,,,e27fc03d-3959-41c0-8ae4-6e074adf5069,5af6212f-9d69-4cba-971b-d20f2c3bab21,b3f217fd-4bc7-4806-9efe-abe9446a74df,36b39d54-6daa-4e19-952c-7c6e8783c00f,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-06-06,WJA,18,YYC,LHR,Main,D84,4,12,false,,2024-06-06T20:35,2024-06-06T20:43,2024-06-06T20:45,2024-06-06T20:58,2024-06-07T11:54,2024-06-07T11:43,2024-06-07T12:05,2024-06-07T11:52,Boeing 787-9,CGUDO,,,,,,,71368585-f056-4463-aa3e-a308c9e810d2,5af6212f-9d69-4cba-971b-d20f2c3bab21,36b39d54-6daa-4e19-952c-7c6e8783c00f,5a2a51a0-1a5b-42c9-b220-c61953fac034,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2024-06-19,ICE,501,AMS,KEF,Main,,,,false,,2024-06-19T14:10,2024-06-19T14:41,2024-06-19T14:20,2024-06-19T15:02,2024-06-19T15:23,2024-06-19T15:48,2024-06-19T15:25,2024-06-19T15:54,Boeing 767-300,TFISW,,,,,,,644b7604-b9c5-49a4-b287-71bcb7c8f37f,7bc1146e-c607-4d41-9666-77fd2e062308,f671c076-61b7-4572-8abb-359aaadaafd4,f9ddda80-ba0f-442d-a00c-851d63bcbb3c,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2024-06-29,ASA,5557,KEF,SEA,,D31,Main,S4,false,,2024-06-29T10:30,2024-06-29T10:59,2024-06-29T10:40,2024-06-29T11:06,2024-06-29T10:56,2024-06-29T11:19,2024-06-29T11:20,2024-06-29T11:24,Boeing 757-200,TFISR,,,,,,,f9934ecf-5ffc-4731-bc8f-1b8c44988766,45411282-5411-46ac-89ce-720ab9efe700,f9ddda80-ba0f-442d-a00c-851d63bcbb3c,b3f217fd-4bc7-4806-9efe-abe9446a74df,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2024-11-27,DAL,344,SEA,OGG,Main,B7,Main,29,false,,2024-11-27T13:50,2024-11-27T13:56,2024-11-27T14:00,2024-11-27T14:12,2024-11-27T17:17,2024-11-27T17:29,2024-11-27T18:10,2024-11-27T17:33,Airbus A321neo,N510DE,,,,,,,b6259e04-43bf-4931-983b-b67585831318,a8765091-d043-44b1-936c-d217bb519e56,b3f217fd-4bc7-4806-9efe-abe9446a74df,237611c9-87a3-4da2-a8b2-dc186a6ba1de,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-12-04,DAL,394,OGG,SEA,Main,29,Main,A10,false,,2024-12-04T23:45,2024-12-04T23:39,2024-12-04T23:58,2024-12-04T23:50,2024-12-05T07:06,2024-12-05T06:58,2024-12-05T07:37,2024-12-05T07:27,Airbus A321neo,N530DE,,,,,,,660690c2-7ea3-4748-a827-b606d435695b,a8765091-d043-44b1-936c-d217bb519e56,237611c9-87a3-4da2-a8b2-dc186a6ba1de,b3f217fd-4bc7-4806-9efe-abe9446a74df,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-12-17,AAL,1471,SEA,MIA,Main,D8,,D37,false,,2024-12-17T22:17,2024-12-17T23:44,2024-12-17T22:27,2024-12-18T00:01,2024-12-18T06:30,2024-12-18T08:00,2024-12-18T07:04,2024-12-18T08:09,Airbus A321neo,N448AN,,,,,,,6bca5ea0-71aa-410c-a150-467c1fcae565,ae1fc6a5-c42d-4e70-ba63-d641d248d270,b3f217fd-4bc7-4806-9efe-abe9446a74df,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-12-18,AAL,1329,MIA,SJU,N,D4,C,C8,false,,2024-12-18T12:00,2024-12-18T12:03,2024-12-18T12:33,2024-12-18T12:20,2024-12-18T15:42,2024-12-18T15:22,2024-12-18T15:50,2024-12-18T15:33,Airbus A321neo,N452AN,,,,,,,43112513-41d0-4c0d-8a91-1e340664c798,ae1fc6a5-c42d-4e70-ba63-d641d248d270,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,1f1a1626-74d4-4ce1-b3db-9a365053202a,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-12-29,SCX,762,SJU,MSP,B,,2,,false,,2024-12-29T16:00,2024-12-29T16:27,2024-12-29T16:10,2024-12-29T16:46,2024-12-29T19:57,2024-12-29T20:15,2024-12-29T19:55,2024-12-29T20:22,Boeing 737-800,N820SY,,,,,,,12ec839e-80b5-426b-9ae4-617053a756bd,56549257-91ea-44a3-ac85-307b491b060f,1f1a1626-74d4-4ce1-b3db-9a365053202a,e6471588-a4ac-43ed-85de-adb08f1c3410,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-12-29,SCX,289,MSP,SEA,2,H8,Main,S9A,false,,2024-12-29T20:45,2024-12-29T21:21,2024-12-29T21:00,2024-12-29T21:36,2024-12-29T22:11,2024-12-29T22:52,2024-12-29T22:43,2024-12-29T23:00,Boeing 737-800,N824SY,,,,,,,503534ab-02ca-46c4-b506-f03aca7c4c61,56549257-91ea-44a3-ac85-307b491b060f,e6471588-a4ac-43ed-85de-adb08f1c3410,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-03-07,ASA,1382,SEA,PVR,Main,S5,,10,false,,2025-03-07T11:45,2025-03-07T11:46,2025-03-07T11:55,2025-03-07T12:25,2025-03-07T18:38,2025-03-07T18:39,2025-03-07T18:48,2025-03-07T18:44,Boeing 737-800,N590AS,,,,,,,b82d7b07-4b3b-4a0c-a4a1-b2c4603b0f5b,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,c57aa8af-b649-42e3-ac05-a92fa88cbe8a,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-03-12,ASA,1411,PVR,SEA,,8,Main,S9A,false,,2025-03-12T16:47,2025-03-12T16:38,2025-03-12T16:57,2025-03-12T17:00,2025-03-12T20:50,2025-03-12T20:29,2025-03-12T21:00,2025-03-12T20:42,Boeing 737-900ER,N483AS,,,,,,,05f5fa30-2ccc-4d94-a2b2-630ccf5e69a7,45411282-5411-46ac-89ce-720ab9efe700,c57aa8af-b649-42e3-ac05-a92fa88cbe8a,b3f217fd-4bc7-4806-9efe-abe9446a74df,,24012541-435d-4a27-af8a-4791336f1965
2025-07-16,DAL,2108,SEA,ORD,Main,A1,5,M7,false,,2025-07-16T17:55,2025-07-16T18:04,2025-07-16T18:05,2025-07-16T18:30,2025-07-16T23:46,2025-07-16T23:46,2025-07-16T23:56,2025-07-16T23:56,Boeing 737-800,N3766,,,,,,,976129bb-e8c3-4f74-a95e-4624d6424dcb,a8765091-d043-44b1-936c-d217bb519e56,b3f217fd-4bc7-4806-9efe-abe9446a74df,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-07-20,DAL,1418,ORD,SEA,5,M7,Main,A11,false,,2025-07-20T12:50,2025-07-20T12:50,2025-07-20T13:00,2025-07-20T13:20,2025-07-20T15:25,2025-07-20T15:26,2025-07-20T15:35,2025-07-20T15:42,Boeing 737-800,N391DA,,,,,,,50255975-9cfc-4f8c-bb1f-d9dfaf5792e3,a8765091-d043-44b1-936c-d217bb519e56,a5eff314-18e7-4c87-bd38-0131882f1b8d,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-08-12,ASA,65,SEA,KTN,Main,N1,,C1,false,,2025-08-12T07:00,2025-08-12T06:54,2025-08-12T07:10,2025-08-12T07:45,2025-08-12T07:54,2025-08-12T08:21,2025-08-12T08:04,2025-08-12T08:25,Boeing 737-700,N619AS,,,,,,,40a3db83-c811-4364-afb6-48cf8ed4785a,45411282-5411-46ac-89ce-720ab9efe700,b3f217fd-4bc7-4806-9efe-abe9446a74df,2c37a024-1a45-4952-a92c-ef40f04ac986,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2025-08-12,ASA,65,KTN,WRG,,C1,,A1,false,,2025-08-12T08:49,2025-08-12T08:56,2025-08-12T08:55,2025-08-12T09:12,2025-08-12T09:21,2025-08-12T09:34,2025-08-12T09:28,2025-08-12T09:38,Boeing 737-700,N619AS,,,,,,,99f64684-9e78-4eb2-8077-893e6ffa4812,45411282-5411-46ac-89ce-720ab9efe700,2c37a024-1a45-4952-a92c-ef40f04ac986,9dbdd6d1-ca90-4d94-bf4e-6b1b2a7a17b6,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2025-08-14,AER,41,WRG,ANC,,,,,false,,2025-08-14T11:30,,2025-08-14T11:30,2025-08-14T11:24,2025-08-14T14:01,2025-08-14T13:58,,,Hawker Beechcraft 1900C,N111AX,,,,,,,a33eb4cc-a5b8-40ef-b9ec-e9e55048deaf,690f5ae0-3c98-462e-a19a-757f8bfd7fc9,9dbdd6d1-ca90-4d94-bf4e-6b1b2a7a17b6,fcce0165-9269-480d-ae64-991e6ea807f9,,6a11d291-631a-4a9b-bc39-6df6b29df722
2025-08-22,ASA,179,ANC,SEA,S,C5,Main,N10,false,,2025-08-22T16:20,2025-08-22T16:19,2025-08-22T16:30,2025-08-22T16:36,2025-08-22T20:41,2025-08-22T20:55,2025-08-22T20:51,2025-08-22T21:06,Boeing 737-900ER,N284AK,,,,,,,ba563ec3-16d4-439f-9d72-573dbdc44e35,45411282-5411-46ac-89ce-720ab9efe700,fcce0165-9269-480d-ae64-991e6ea807f9,b3f217fd-4bc7-4806-9efe-abe9446a74df,,24012541-435d-4a27-af8a-4791336f1965
2025-11-22,DAL,1706,SEA,DTW,Main,A13,M,A31,false,,2025-11-22T11:56,2025-11-22T11:51,2025-11-22T12:06,2025-11-22T12:23,2025-11-22T19:08,2025-11-22T18:54,2025-11-22T19:18,2025-11-22T19:06,Airbus A321neo,N511DE,,,,,,,094f0c78-841e-4495-bdd9-9df0afdfa807,a8765091-d043-44b1-936c-d217bb519e56,b3f217fd-4bc7-4806-9efe-abe9446a74df,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2025-11-22,DAL,3226,DTW,RIC,M,A2,Main,B13,false,,2025-11-22T21:29,2025-11-22T21:21,2025-11-22T21:39,2025-11-22T21:39,2025-11-22T22:57,2025-11-22T22:53,2025-11-22T23:07,2025-11-22T23:09,Airbus A319,N334NB,,,,,,,318301e9-bdd8-4917-aca6-0d997ea0f6fc,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,251bd012-ff1b-4fd6-aa7f-c7b9112eddad,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2025-12-03,DAL,1437,RIC,ATL,Main,B14,S,A5,false,,2025-12-03T15:25,2025-12-03T15:15,2025-12-03T15:35,2025-12-03T15:33,2025-12-03T17:23,2025-12-03T16:55,2025-12-03T17:33,2025-12-03T17:01,Boeing 757-200,N552NW,,,,,,,3b68011d-d011-49cb-a3fa-c7e178f71d27,a8765091-d043-44b1-936c-d217bb519e56,251bd012-ff1b-4fd6-aa7f-c7b9112eddad,6f0c1d11-cfef-4b33-b462-90379270f593,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2025-12-03,DAL,714,ATL,SEA,S,A24,Main,A13,false,,2025-12-03T18:20,2025-12-03T19:46,2025-12-03T18:30,2025-12-03T20:05,2025-12-03T20:40,2025-12-03T22:05,2025-12-03T20:50,2025-12-03T22:16,Boeing 767-300,N178DN,,,,,,,5010b162-44d9-4705-a181-ba84cb8bc35b,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,b3f217fd-4bc7-4806-9efe-abe9446a74df,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2025-12-10,DAL,69,SEA,TPE,Main,A13,2,D9,false,,2025-12-10T15:50,2025-12-10T16:13,2025-12-10T16:00,2025-12-10T16:33,2025-12-11T20:55,2025-12-11T21:56,2025-12-11T21:05,2025-12-11T22:02,Airbus A350-900,N511DN,HGY5KR,,,,,,6360113c-8955-4df3-8a98-de1650bedbf6,a8765091-d043-44b1-936c-d217bb519e56,b3f217fd-4bc7-4806-9efe-abe9446a74df,1a0ff314-4db9-43eb-aef0-59d40b78505b,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2025-12-15,EVA,385,TPE,HAN,2,C10,2,,false,,2025-12-15T14:50,2025-12-15T16:07,2025-12-15T15:00,2025-12-15T16:19,2025-12-15T17:05,2025-12-15T18:13,2025-12-15T17:15,2025-12-15T18:25,Airbus A321,B16216,BUSUTU,,,,,,f1b9537e-9d57-49e6-a25e-b7dd644cfaf7,d03c3f87-0c57-417d-b5b3-e9ac6342545b,1a0ff314-4db9-43eb-aef0-59d40b78505b,8a81e164-4c8e-4c01-8b04-b2497c51c090,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-12-20,HVN,179,HAN,DAD,1,9,T1,,false,,2025-12-20T16:10,2025-12-20T16:25,2025-12-20T16:20,2025-12-20T16:44,2025-12-20T17:20,2025-12-20T17:42,2025-12-20T17:35,2025-12-20T17:47,Airbus A321,VNA396,BUTZGE,,,,,,dc02ab00-8b30-4a2b-9171-0c18c8219ed7,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,8a81e164-4c8e-4c01-8b04-b2497c51c090,ee8033a0-e61c-4c43-9016-b94443a0220a,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-12-23,HVN,6037,DAD,SGN,T1,,T3,,false,,2025-12-23T14:15,2025-12-23T14:58,2025-12-23T14:25,2025-12-23T15:13,2025-12-23T15:35,2025-12-23T16:13,2025-12-23T15:45,2025-12-23T16:18,Airbus A321,VNA359,,,,,,,0f3f9474-2b19-4cfb-9aee-0e8bd85aa736,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,ee8033a0-e61c-4c43-9016-b94443a0220a,55757f45-a7b4-4005-bf27-43869acade56,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-12-27,HVN,607,SGN,BKK,T2,,MAIN,F5,false,,2025-12-27T17:05,2025-12-27T17:23,2025-12-27T17:15,2025-12-27T17:35,2025-12-27T18:20,2025-12-27T18:39,2025-12-27T18:30,2025-12-27T18:45,Airbus A321,VNA608,BUWOQG,,,,,,288539ec-5681-46d4-a4c3-d67063109848,e954f8f5-08f2-47d6-81e2-4c11d9de58d4,55757f45-a7b4-4005-bf27-43869acade56,548d409f-68f7-4450-aaaf-87133919af6d,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-01-06,TLM,514,DMK,CNX,2,41,,6D,false,,2026-01-06T16:45,2026-01-06T16:48,2026-01-06T16:55,2026-01-06T17:04,2026-01-06T17:50,2026-01-06T17:56,2026-01-06T18:00,2026-01-06T17:59,Boeing 737-900ER,HSLWJ,,,,,,,8d2da080-2728-4149-b75e-a4fe3adff1d3,ee625d9e-cb1d-44ba-b7e0-98b57f172e28,99e501ce-1da8-427e-b685-4f54c4a1a6ee,f1318050-6936-43d1-ac48-fc4ecdb11ce1,,24012541-435d-4a27-af8a-4791336f1965
2026-01-10,TLM,513,CNX,DMK,D,5,T2,,false,,2026-01-10T15:05,2026-01-10T15:50,2026-01-10T15:15,2026-01-10T16:03,2026-01-10T16:15,2026-01-10T16:56,2026-01-10T16:25,2026-01-10T17:00,Boeing 737-900ER,HSLVO,,,,,,,6e900509-9784-4bd3-9174-7c58f27147bf,ee625d9e-cb1d-44ba-b7e0-98b57f172e28,f1318050-6936-43d1-ac48-fc4ecdb11ce1,99e501ce-1da8-427e-b685-4f54c4a1a6ee,,24012541-435d-4a27-af8a-4791336f1965
2026-01-10,TLM,812,DMK,KBV,2,42,,,false,,2026-01-10T18:00,2026-01-10T18:02,2026-01-10T18:10,2026-01-10T18:18,2026-01-10T19:15,2026-01-10T19:21,2026-01-10T19:25,2026-01-10T19:25,Boeing 737-900ER,HSLVS,,,,,,,958c9724-91e9-4a88-ac3f-589471da62fb,ee625d9e-cb1d-44ba-b7e0-98b57f172e28,99e501ce-1da8-427e-b685-4f54c4a1a6ee,e8c50bb1-a8e6-4e68-ba81-414d7f443bc6,,24012541-435d-4a27-af8a-4791336f1965
2026-01-14,BKP,262,KBV,BKK,,12,MAIN,A3,false,,2026-01-14T09:35,2026-01-14T09:33,2026-01-14T09:45,2026-01-14T09:48,2026-01-14T10:50,2026-01-14T10:48,2026-01-14T11:00,2026-01-14T10:53,Airbus A319,HSPPF,,,,,,,40a7fa66-9dd3-43ac-b62f-b53cd0d828ca,15598418-48cf-4cf2-8550-9098ca3cfb3f,e8c50bb1-a8e6-4e68-ba81-414d7f443bc6,548d409f-68f7-4450-aaaf-87133919af6d,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2026-01-14,EVA,212,BKK,TPE,MAIN,D6,T2,C1,false,,2026-01-14T12:45,2026-01-14T12:41,2026-01-14T12:55,2026-01-14T13:06,2026-01-14T17:05,2026-01-14T17:07,2026-01-14T17:15,2026-01-14T17:15,Boeing 777-300 ER,B16727,,,,,,,bb1276bd-b577-4f47-9b19-795093b09282,d03c3f87-0c57-417d-b5b3-e9ac6342545b,548d409f-68f7-4450-aaaf-87133919af6d,1a0ff314-4db9-43eb-aef0-59d40b78505b,,78eac566-1ad0-4ded-9979-9510dfde05f2
2026-01-18,DAL,68,TPE,SEA,T2,D9,MAIN,S16,false,,2026-01-18T10:55,2026-01-18T10:49,2026-01-18T11:05,2026-01-18T11:12,2026-01-18T05:50,2026-01-18T05:37,2026-01-18T06:00,2026-01-18T05:46,Airbus A350-900,N517DZ,,,,,,,baddc170-7300-476c-85f8-394a7107b392,a8765091-d043-44b1-936c-d217bb519e56,1a0ff314-4db9-43eb-aef0-59d40b78505b,b3f217fd-4bc7-4806-9efe-abe9446a74df,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2026-06-11,UAL,2619,SFO,PHL,3,E4,D,D3,false,,2026-06-11T16:48,2026-06-11T16:47,2026-06-11T16:58,2026-06-11T17:02,2026-06-12T01:19,2026-06-12T01:06,2026-06-12T01:29,2026-06-12T01:11,Boeing 737 MAX 9,N37560,,,,,,,2122836b-93a7-49ab-bcfc-ecb4e3019bb9,b57b4c86-4724-48f1-80be-d7de4036004a,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,a0d1ae30-2637-4b7c-87bd-91e31dc37468,,8240381a-dce7-4694-a1d8-4769a0c6507a
2026-07-28,AAL,5894,RIC,PHL,Main,,F,,false,,2026-07-28T10:54,,,,,,2026-07-28T12:09,,Embraer RJ145,,SAQBPW,,,,,,3b70c586-f826-4480-9137-c9b2d2283048,ae1fc6a5-c42d-4e70-ba63-d641d248d270,251bd012-ff1b-4fd6-aa7f-c7b9112eddad,a0d1ae30-2637-4b7c-87bd-91e31dc37468,,6358f527-1221-47d3-9170-26351f84ac05
2026-07-28,AAL,6035,PHL,BDL,F,,Main,,false,,2026-07-28T12:51,,,,,,2026-07-28T14:11,,Embraer RJ145,,,,,,,,8d09345f-0b92-4d4e-a4c2-b76fcb21b42c,ae1fc6a5-c42d-4e70-ba63-d641d248d270,a0d1ae30-2637-4b7c-87bd-91e31dc37468,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,,6358f527-1221-47d3-9170-26351f84ac05
2026-08-03,DAL,5984,BOS,LHR,E,,3,,false,,2026-08-03T23:10,,,,,,2026-08-04T10:40,,Boeing 787-9,,,,,,,,ccd1f433-6dda-4ec0-97ec-421673d93e68,a8765091-d043-44b1-936c-d217bb519e56,813ec62f-c303-44d9-a041-a4434d6fd652,5a2a51a0-1a5b-42c9-b220-c61953fac034,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2026-08-30,BAW,2668,LGW,OPO,S,,,,false,,2026-08-30T18:10,,,,,,2026-08-30T20:40,,Airbus A320,,,,,,,,b02ca350-c774-46c1-b42e-0f8bdd79d7ad,0e7d613e-188c-4d20-95ee-ddc17c17de3d,f0a9abc1-65e8-4666-9c4f-e7c1849cae93,80f90779-f8b5-488b-9a2f-d2480b6b6790,,63155468-7f9d-4f33-8e5d-c0bf2edd2987
2026-09-25,RYR,1473,FAO,MAD,,,1,,false,,2026-09-25T20:00,,,,,,2026-09-25T22:20,,Boeing 737-800,,E6W6GK,02D,,,,,27cb3f4f-0bff-4dc7-bb66-ad8003aaf984,89ad0292-b411-46f2-a3ad-27896d1be60b,e072cb5c-d14b-4303-be2f-2b7b3051914e,f6e9455f-8a6d-4806-89c4-18c09a750f00,,bfed5d53-9645-4ae2-aa8b-808123bd938b
2026-09-28,EVE,813,MAD,CUN,1,,3,,false,,2026-09-28T15:35,,,,,,2026-09-28T19:10,,Airbus A330-900neo,,,,,,,,b4f7e1b2-cbf8-44ec-937c-02a5385ddead,8f07b778-c93a-4a26-b509-69fe155c88b2,f6e9455f-8a6d-4806-89c4-18c09a750f00,6722dd71-adcb-46b6-958c-cee69251b676,,5b8cd90f-0c27-41d1-a4de-e80184085fd2
2026-10-02,VIV,1023,CUN,MEX,2,,1,,false,,2026-10-02T14:50,,,,,,2026-10-02T16:10,,Airbus A321,,IIR92H,,,,,,c1bae661-9c6d-412e-a708-85238b7315a2,9ef64ab7-c3a8-448e-b187-4c709af48e58,6722dd71-adcb-46b6-958c-cee69251b676,52352c99-6347-4c4e-9472-3c8556ee037f,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-10-16,AVA,431,MEX,SAL,1,,,,false,,2026-10-16T16:55,,,,,,2026-10-16T19:05,,Airbus A320neo,,CMMEFM,,,,,,ce3ebe6b-b279-4a5d-b5dc-645190aee2ba,cedca8d2-45a5-49f0-8c36-ec15d82a8e4f,52352c99-6347-4c4e-9472-3c8556ee037f,7e3afe07-2969-4975-96f1-7a6783ff9885,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2018-08-13,VES,507,NRR,CPX,,,,,false,,2018-08-13T00:00,,,,,,,,,,,,,,,,,9e9aa930-faae-47f0-b0b0-a83dcddb18a9,bc53b643-64a9-4bf8-b416-e7ac48167591,f1fb9d34-1c52-492c-8ae2-a7989177a4da,,
2018-08-20,VES,504,CPX,NRR,,,,,false,,2018-08-20T00:00,,,,,,,,,,,,,,,,,9e9aa930-faae-47f0-b0b0-a83dcddb18a9,f1fb9d34-1c52-492c-8ae2-a7989177a4da,bc53b643-64a9-4bf8-b416-e7ac48167591,,
